id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
581|581|Bilingual Review/La Revista Bilingüe|127|||bilingual review la revista biling e|bilingual review la revista biling e|0094-5366|ISSN
583|583|This bridge we call home : radical visions for transformation|1|||this bridge we call home radical visions for transformation|this bridge we call home radical visions for transformation|0415936810|ISBN10
589|589|American Writers:  Supplement IV|90|||american writers supplement iv|american writers supplement iv|9780684197852|ISBN13
590|590|Gwendolyn Brooks|1|||gwendolyn brooks|gwendolyn brooks|9781587656323|ISBN13
591|591|North Carolina Historical Review|1|||north carolina historical review|north carolina historical review|0029-2494|ISSN
593|593|Boulevard|140|||boulevard|boulevard|0885-9337|ISSN
595|595|Pretend I'm not here|1|||pretend i m not here|pretend i m not here|0060002530|ISBN10
596|596|Earth Surface Processes and Landforms|540|||earth surface processes and landforms|earth surface processes and landforms|0197-9337|ISSN
597|597|Marine Ecology Progress Series|1575|||marine ecology progress series|marine ecology progress series|0171-8630|ISSN
598|598|Frontiers in Artificial Intelligence and Applications|1638|||frontiers in artificial intelligence and applications|frontiers in artificial intelligence and applications|0922-6389|ISSN
599|599|American Indian Culture and Research Journal|77|||american indian culture and research journal|american indian culture and research journal|0161-6463|ISSN
575|575|Presencia de la mujer hispana en las letras, las ciencias y las artes : ensayos|1|||presencia de la mujer hispana en las letras las ciencias y las artes ensayos|presencia de la mujer hispana en las letras las ciencias y las artes ensayos|1931139261|ISBN10
603|603|West Branch|1|||west branch|west branch|0149-6441|ISSN
608|608|AGNI|68|||agni|agni|1046-218X|ISSN
609|609|New Orleans Review|1|||new orleans review|new orleans review|0028-6400|ISSN
610|610|Gander Press Review|1|||gander press review|gander press review|1944-9852|ISSN
611|611|Famous Reporter|1|||famous reporter|famous reporter|0819-5978|ISSN
612|612|HOW2|1|||how2|how2|1552-3063|ISSN
613|613|Philosophical reflections on physical strength : does a strong mind need a strong body?|1|||philosophical reflections on physical strength does a strong mind need a strong body|philosophical reflections on physical strength does a strong mind need a strong body|9780773438255|ISBN13
580|580|Monographic Review/Revista Monográfica|2799|||monographic review revista monogr fica|monographic review revista monogr fica|0885-7512|ISSN
604|604|Poetry|282|||poetry|poetry|0032-2032|ISSN
587|587|Raven Chronicles|2844|||raven chronicles|raven chronicles|1066-1883|ISSN
584|584|Rethinking Schools|2848|||rethinking schools|rethinking schools|0895-6855|ISSN
605|605|Salamander|2983|||salamander|salamander|1063-3359|ISSN
594|594|Texas Review|2920|||texas review|texas review|0885-2685|ISSN
645|645|Molecular ecology|540|||molecular ecology|molecular ecology|0962-1083|ISSN
646|646|Saint Ann's Review|1|||saint ann s review|saint ann s review|1530-2482|ISSN
647|647|Aethlon|65|||aethlon|aethlon|1048-3756|ISSN
769|769|Boiled Peanuts|141|||boiled peanuts|boiled peanuts|9780983280064|ISBN13
619|619|Asceticism and Power in South and Southeast Asia|45|||asceticism and power in south and southeast asia|asceticism and power in south and souast asia|9780415423847|ISBN13
664|664|Chiron Review|158|||chiron review|chiron review|1046-8897|ISSN
665|665|Barrow Street|119|||barrow street|barrow street|1522-2160|ISSN
692|692|Bulletin of Science, Technology  Society|2155|||bulletin of science technology society|bulletin of science technology society|0270-4676|ISSN
670|670|Critical Matrix|186|||critical matrix|critical matrix|1066-288X|ISSN
671|671|American Writing|97|||american writing|american writing|1049-815X|ISSN
678|678|Speculum|409|||speculum|speculum|0038-7134|ISSN
680|680|American Speech: A Quarterly of Linguistic Usage|1213|||american speech a quarterly of linguistic usage|american speech a quarterly of linguistic usage|1527-2133|ISSN
683|683|Fundamentals of Java: Ap Computer Science Essentials Review Pack|1|||fundamentals of java ap computer science essentials review pack|fundamentals of java ap computer science essentials review pack|9780538744942|ISBN13
684|684|Composition Studies/Freshman English News|179|||composition studies freshman english news|composition studies freshman english news|1534-9322|ISSN
685|685|SubStance|2698|||substance|substance|0049-2426|ISSN
690|690|44th Hawaii International Conference on System Sciences, HICSS-44 2010|1|||44th hawaii international conference on system sciences hicss 44 2010|44th hawaii international conference on system sciences hicss 44 2010|9780769542829|ISBN13
691|691|Eighteenth-Century Studies|1666|||eighteenth century studies|eighteenth century studies|0013-2586|ISSN
701|701|MIS Quarterly Executive|1|||mis quarterly executive|mis quarterly executive|1540-1960|ISSN
702|702|Reading Asian Art and Artifacts: windows to Asia on American college campuses|1|||reading asian art and artifacts windows to asia on american college campuses|reading asian art and artifacts windows to asia on american college campuses|1611460700|ISBN10
703|703|Earth and Planetary Science Letters|1276|||earth and planetary science letters|earth and planetary science letters|0012-821X|ISSN
661|661|Puerto del Sol|2995|||puerto del sol|puerto del sol|0738-517X|ISSN
600|600|Sojourner: The Women's Forum|2842|||sojourner the women s forum|sojournerwomen s forum|0191-8699|ISSN
712|712|Political Science Quarterly|1|||political science quarterly|political science quarterly|0032-3195|ISSN
713|713|Accounting Research Journal|1286|||accounting research journal|accounting research journal|1030-9616|ISSN
714|714|Paradoxa|1|||paradoxa|paradoxa|1079-8072|ISSN
715|715|Plant Physiology and Biochemistry|1276|||plant physiology and biochemistry|plant physiology and biochemistry|0981-9428|ISSN
718|718|Journal of Marketing Education|2155|||journal of marketing education|journal of marketing education|0273-4753|ISSN
720|720|Journal of Consumer Marketing|1286|||journal of consumer marketing|journal of consumer marketing|0736-3761|ISSN
721|721|Liberal Epic|1|||liberal epic|liberal epic|9780813931456|ISBN13
722|722|New Literary History|1666|||new literary history|new literary history|0028-6087|ISSN
725|725|Sherburne|1|||sherburne|sherburne|9781936205448|ISBN13
705|705|4th IEEE International Conference on Software Testing, Verification, and Validation, ICST 2011|1|||4th ieee international conference on software testing verification and validation icst 2011|4th ieee international conference on software testing verification and validation icst 2011|9780769543420|ISBN13
724|724|Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas|2308|||revista de la real academia de ciencias exactas fisicas y naturales serie a matematicas|revista de la real academia de ciencias exactas fisicas y naturales serie a matematicas|1578-7303|ISSN
746|746|Contemporary Literary Criticism|182|||contemporary literary criticism|contemporary literary criticism|0091-3421|ISSN
747|747|Catalysis Science and Technology|2141|||catalysis science and technology|catalysis science and technology|2044-4753|ISSN
748|748|Personality and Individual Differences|1276|||personality and individual differences|personality and individual differences|0191-8869|ISSN
734|734|Brain, Child|138|||brain child|brain child|1528-5170|ISSN
751|751|Fibonacci Quarterly|1|||fibonacci quarterly|fibonacci quarterly|0015-0517|ISSN
753|753|Information Systems Journal|540|||information systems journal|information systems journal|1350-1917|ISSN
755|755|Issues in Political Discourse Analysis|1935|||issues in political discourse analysis|issues in political discourse analysis|1941-7209|ISSN
756|756|Congressus Numerantium|176|||congressus numerantium|congressus numerantium|0384-9864|ISSN
757|757|Review of International Studies|408|||review of international studies|review of international studies|0260-2105|ISSN
758|758|International Studies Review|509|||international studies review|international studies review|1468-2486|ISSN
759|759|Orient|1|||orient|orient|0030-5227|ISSN
763|763|Journal of Politics|581|||journal of politics|journal of politics|0022-3816|ISSN
767|767|Bulletin of Spanish Studies|361|||bulletin of spanish studies|bulletin of spanish studies|1475-3820|ISSN
768|768|Studies in American Culture|1|||studies in american culture|studies in american culture|1553-4200|ISSN
770|770|MELUS|497|||melus|melus|0163-755X|ISSN
738|738|The Literary Review|1|||the literary review|literary review|0024-4589|ISSN
779|779|Journal of Socio-Economics|1276|||journal of socio economics|journal of socio economics|1053-5357|ISSN
780|780|International Journal of Philosophical Studies|361|||international journal of philosophical studies|international journal of philosophical studies|0967-2559|ISSN
781|781|Conference on System Sciences|178|||conference on system sciences|conference on system sciences|1530-1605|ISSN
784|784|Common Chinese Synonyms Discriminated|170|||common chinese synonyms discriminated|common chinese synonyms discriminated|9787301177259|ISBN13
785|785|Greenbrier Forest|1|||greenbrier forest|greenbrier forest|9781936671038|ISBN13
787|787|Chemosensory Perception|2308|||chemosensory perception|chemosensory perception|1936-5810|ISSN
789|789|Unknown (978-1-4503-1098-7)|1|||unknown 978 1 4503 1098 7|unknown 978 1 4503 1098 7|9781450310987|ISBN13
790|790|Psychologist-Manager Journal|752|||psychologist manager journal|psychologist manager journal|1088-7156|ISSN
791|791|Ethics|581|||ethics|ethics|0014-1704|ISSN
792|792|Analysis|497|||analysis|analysis|0003-2638|ISSN
796|796|Applied Vegetation Science|540|||applied vegetation science|applied vegetation science|1402-2001|ISSN
797|797|European Journal of Physics|1329|||european journal of physics|european journal of physics|0143-0807|ISSN
798|798|International Journal of Heat and Mass Transfer|1276|||international journal of heat and mass transfer|international journal of heat and mass transfer|0017-9310|ISSN
799|799|Journal of Insect Behavior|2308|||journal of insect behavior|journal of insect behavior|0892-7553|ISSN
801|801|Unknown (978-076954670-4)|1|||unknown 978 076954670 4|unknown 978 076954670 4|9780769546704|ISBN13
802|3145|New York Times|1|||new york times|new york times|0362-4331|ISSN
804|804|French Historical Studies|1213|||french historical studies|french historical studies|0016-1071|ISSN
805|805|Journal of Mass Media Ethics: Exploring Questions of Media Morality|361|||journal of mass media ethics exploring questions of media morality|journal of mass media ethics exploring questions of media morality|0890-0523|ISSN
806|806|World Development|1276|||world development|world development|0305-750X|ISSN
807|807|Dalton Transactions|2141|||dalton transactions|dalton transactions|1477-9226|ISSN
809|809|International Review of Law and Economics|1276|||international review of law and economics|international review of law and economics|0144-8188|ISSN
812|812|Journal of Policy History|409|||journal of policy history|journal of policy history|1528-4190|ISSN
788|788|Mathematica Scandinavica|1|||mathematica scandinavica|mamatica scandinavica|0025-5521|ISSN
793|793|Social Theory and Practice|1361|||social theory and practice|socialory and practice|0037-802X|ISSN
834|834|Bad indians:  a tribal memoir|117|||bad indians a tribal memoir|bad indians a tribal memoir|9781597142014|ISBN13
